ADDRESS,AKA,BUSINESS_NAME,BUSINESS_URL,CATEGORIES,EXTRA_PHONES,FORMATTED_PHONE,JSONLD_CITY_1,JSONLD_LAT_1,JSONLD_LNG_1,JSONLD_NAME_1,JSONLD_PHONE_1,JSONLD_STATE_1,JSONLD_STREET_1,JSONLD_ZIP_1,ORIGINAL_PHONE,PHONE,SCRAPED_AT,SEARCH_URL,STATUS,WEBSITE
,,,,,,978+772+2923,,,,,,,,,978-772-2923,,2026-02-11T07:35:34.755Z,https://www.yellowpages.com/search?search_terms=978+772+2923,no_results_found,
,,,,,,508+869+6800,,,,,,,,,508-869-6800,,2026-02-11T07:35:39.826Z,https://www.yellowpages.com/search?search_terms=508+869+6800,no_results_found,
,,,,,,508+248+3308,,,,,,,,,508-248-3308,,2026-02-11T07:35:44.893Z,https://www.yellowpages.com/search?search_terms=508+248+3308,no_results_found,
,,,,,,508+248+4735,,,,,,,,,508-248-4735,,2026-02-11T07:35:49.955Z,https://www.yellowpages.com/search?search_terms=508+248+4735,no_results_found,
,,,,,,508+753+9698,,,,,,,,,508-753-9698,,2026-02-11T07:35:55.035Z,https://www.yellowpages.com/search?search_terms=508+753+9698,no_results_found,
,,,,,,508+347+7363,,,,,,,,,508-347-7363,,2026-02-11T07:36:00.136Z,https://www.yellowpages.com/search?search_terms=508+347+7363,no_results_found,
,,,,,,508+347+9104,,,,,,,,,508-347-9104,,2026-02-11T07:36:05.219Z,https://www.yellowpages.com/search?search_terms=508+347+9104,no_results_found,
,,,,,,508+366+4941,,,,,,,,,508-366-4941,,2026-02-11T07:36:10.335Z,https://www.yellowpages.com/search?search_terms=508+366+4941,no_results_found,
,,,,,,508+877+8807,,,,,,,,,508-877-8807,,2026-02-11T07:36:15.409Z,https://www.yellowpages.com/search?search_terms=508+877+8807,no_results_found,
,,,,,,508+653+9457,,,,,,,,,508-653-9457,,2026-02-11T07:36:20.475Z,https://www.yellowpages.com/search?search_terms=508+653+9457,no_results_found,
,,,,,,978+453+1581,,,,,,,,,978-453-1581,,2026-02-11T07:36:25.552Z,https://www.yellowpages.com/search?search_terms=978+453+1581,no_results_found,
,,,,,,978+452+8482,,,,,,,,,978-452-8482,,2026-02-11T07:36:30.620Z,https://www.yellowpages.com/search?search_terms=978+452+8482,no_results_found,
,,,,,,978+667+6000,,,,,,,,,978-667-6000,,2026-02-11T07:36:36.359Z,https://www.yellowpages.com/search?search_terms=978+667+6000,no_results_found,
,,,,,,978+657+8092,,,,,,,,,978-657-8092,,2026-02-11T07:36:41.848Z,https://www.yellowpages.com/search?search_terms=978+657+8092,no_results_found,
,,,,,,978+462+0655,,,,,,,,,978-462-0655,,2026-02-11T07:36:47.303Z,https://www.yellowpages.com/search?search_terms=978+462+0655,no_results_found,
,,,,,,978+535+9870,,,,,,,,,978-535-9870,,2026-02-11T07:36:52.826Z,https://www.yellowpages.com/search?search_terms=978+535+9870,no_results_found,
,,,,,,508+698+5263,,,,,,,,,508-698-5263,,2026-02-11T07:36:58.294Z,https://www.yellowpages.com/search?search_terms=508+698+5263,no_results_found,
,,,,,,508+384+9501,,,,,,,,,508-384-9501,,2026-02-11T07:37:03.736Z,https://www.yellowpages.com/search?search_terms=508+384+9501,no_results_found,
,,www.yellowpages.com,https://www.yellowpages.com/chelsea-ma/mip/irving-oil-475998039,,,,,,,,,,,,617-889-6711,,2026-02-11T07:37:11.146Z,https://www.yellowpages.com/search?search_terms=617+889+6711,,
,,www.yellowpages.com,https://www.yellowpages.com/chelsea-ma/mip/burke-dennis-k-incorporated-462850762,,,,,,,,,,,,617-889-6711,,2026-02-11T07:37:13.215Z,https://www.yellowpages.com/search?search_terms=617+889+6711,,
,,www.yellowpages.com,https://www.yellowpages.com/chelsea-ma/mip/irving-oil-475998039#photo-gallery,,,,,,,,,,,,617-889-6711,,2026-02-11T07:37:15.278Z,https://www.yellowpages.com/search?search_terms=617+889+6711,,
,,,,,,781+391+4715,,,,,,,,,781-391-4715,,2026-02-11T07:37:20.338Z,https://www.yellowpages.com/search?search_terms=781+391+4715,no_results_found,
,,,,,,508+697+4646,,,,,,,,,508-697-4646,,2026-02-11T07:37:25.406Z,https://www.yellowpages.com/search?search_terms=508+697+4646,no_results_found,
,,,,,,508+697+7100,,,,,,,,,508-697-7100,,2026-02-11T07:37:30.472Z,https://www.yellowpages.com/search?search_terms=508+697+7100,no_results_found,
,,,,,,508+238+0884,,,,,,,,,508-238-0884,,2026-02-11T07:37:35.592Z,https://www.yellowpages.com/search?search_terms=508+238+0884,no_results_found,
,,,,,,401+397+4580,,,,,,,,,401-397-4580,,2026-02-11T07:37:40.650Z,https://www.yellowpages.com/search?search_terms=401+397+4580,no_results_found,
,,,,,,603+679+9814,,,,,,,,,603-679-9814,,2026-02-11T07:37:45.723Z,https://www.yellowpages.com/search?search_terms=603+679+9814,no_results_found,
,,,,,,603+437+9929,,,,,,,,,603-437-9929,,2026-02-11T07:37:50.769Z,https://www.yellowpages.com/search?search_terms=603+437+9929,no_results_found,
,,,,,,603+882+4555,,,,,,,,,603-882-4555,,2026-02-11T07:37:55.827Z,https://www.yellowpages.com/search?search_terms=603+882+4555,no_results_found,
,,,,,,603+623+9350,,,,,,,,,603-623-9350,,2026-02-11T07:38:00.893Z,https://www.yellowpages.com/search?search_terms=603+623+9350,no_results_found,
,,,,,,603+626+4688,,,,,,,,,603-626-4688,,2026-02-11T07:38:05.956Z,https://www.yellowpages.com/search?search_terms=603+626+4688,no_results_found,
,,,,,,603+942+8898,,,,,,,,,603-942-8898,,2026-02-11T07:38:11.026Z,https://www.yellowpages.com/search?search_terms=603+942+8898,no_results_found,
,,,,,,603+223+6885,,,,,,,,,603-223-6885,,2026-02-11T07:38:16.087Z,https://www.yellowpages.com/search?search_terms=603+223+6885,no_results_found,
,,,,,,603+228+6175,,,,,,,,,603-228-6175,,2026-02-11T07:38:21.153Z,https://www.yellowpages.com/search?search_terms=603+228+6175,no_results_found,
,,,,,,603+532+4573,,,,,,,,,603-532-4573,,2026-02-11T07:38:26.218Z,https://www.yellowpages.com/search?search_terms=603+532+4573,no_results_found,
,,,,,,603+924+6722,,,,,,,,,603-924-6722,,2026-02-11T07:38:31.342Z,https://www.yellowpages.com/search?search_terms=603+924+6722,no_results_found,
,,,,,,603+448+2675,,,,,,,,,603-448-2675,,2026-02-11T07:38:36.402Z,https://www.yellowpages.com/search?search_terms=603+448+2675,no_results_found,
,,,,,,603+448+4700,,,,,,,,,603-448-4700,,2026-02-11T07:38:41.468Z,https://www.yellowpages.com/search?search_terms=603+448+4700,no_results_found,
,,,,,,603+448+5510,,,,,,,,,603-448-5510,,2026-02-11T07:38:46.522Z,https://www.yellowpages.com/search?search_terms=603+448+5510,no_results_found,
,,,,,,603+436+0141,,,,,,,,,603-436-0141,,2026-02-11T07:38:51.584Z,https://www.yellowpages.com/search?search_terms=603+436+0141,no_results_found,
,,,,,,603+436+6136,,,,,,,,,603-436-6136,,2026-02-11T07:38:56.695Z,https://www.yellowpages.com/search?search_terms=603+436+6136,no_results_found,
,,,,,,603+436+8501,,,,,,,,,603-436-8501,,2026-02-11T07:39:01.762Z,https://www.yellowpages.com/search?search_terms=603+436+8501,no_results_found,
,,,,,,603+436+3636,,,,,,,,,603-436-3636,,2026-02-11T07:39:06.823Z,https://www.yellowpages.com/search?search_terms=603+436+3636,no_results_found,
,,,,,,603+642+4850,,,,,,,,,603-642-4850,,2026-02-11T07:39:11.902Z,https://www.yellowpages.com/search?search_terms=603+642+4850,no_results_found,
,,,,,,603+332+4101,,,,,,,,,603-332-4101,,2026-02-11T07:39:18.970Z,https://www.yellowpages.com/search?search_terms=603+332+4101,no_results_found,
,,,,,,603+474+8598,,,,,,,,,603-474-8598,,2026-02-11T07:39:24.042Z,https://www.yellowpages.com/search?search_terms=603+474+8598,no_results_found,
,,,,,,207+761+0501,,,,,,,,,207-761-0501,,2026-02-11T07:39:29.135Z,https://www.yellowpages.com/search?search_terms=207+761+0501,no_results_found,
,,,,,,207+784+4358,,,,,,,,,207-784-4358,,2026-02-11T07:39:34.203Z,https://www.yellowpages.com/search?search_terms=207+784+4358,no_results_found,
,,,,,,207+795+5052,,,,,,,,,207-795-5052,,2026-02-11T07:39:39.258Z,https://www.yellowpages.com/search?search_terms=207+795+5052,no_results_found,
"Route 2 Bridge StreetBethel, ME 04217",Shell Oil,Shell,https://www.yellowpages.com/bethel-me/mip/shell-482544429,Gas Stations,,,Bethel,44.3818,-70.8089,Shell,(207) 824-2000,ME,Route 2 Bridge Street,04217,207-824-2000,(207) 824-2000,2026-02-11T07:39:48.319Z,https://www.yellowpages.com/search?search_terms=207+824+2000,,http://www.shell.us
"2 Bridge StGilead, ME 04217",,Shell,https://www.yellowpages.com/gilead-me/mip/shell-465127898,Gas Stations,,,Gilead,44.39412,-70.972946,Shell,(207) 824-2000,ME,2 Bridge St,04217,207-824-2000,(207) 824-2000,2026-02-11T07:39:52.280Z,https://www.yellowpages.com/search?search_terms=207+824+2000,,
"59 Mayville RdBethel, ME 04217",,Shell,https://www.yellowpages.com/bethel-me/mip/shell-576821017,Gas Stations,,,Bethel,44.414345,-70.79624,Shell,(207) 824-2000,ME,59 Mayville Rd,04217,207-824-2000,(207) 824-2000,2026-02-11T07:39:57.145Z,https://www.yellowpages.com/search?search_terms=207+824+2000,,https://find.shell.com/us/fuel/10001281-59-mayville-rd/en_US
"1355 Auburn Rd Ste 3Turner, ME 04282",,Murray Truck Stop,https://www.yellowpages.com/turner-me/mip/murray-truck-stop-462953049,Truck Stops,,,Turner,44.270153,-70.26824,Murray Truck Stop,(207) 225-6444,ME,1355 Auburn Rd Ste 3,04282,207-225-6444,(207) 225-6444,2026-02-11T07:40:08.688Z,https://www.yellowpages.com/search?search_terms=207+225+6444,,http://www.murrayoil.com
,"Dysart's Restaurant & Truck Stop, Dysart's Service Center, Dysarts Transport Inc",Dysart's,https://www.yellowpages.com/nationwide/mip/dysarts-19968429,"American Restaurants, Bakeries, Breakfast, Brunch & Lunch Restaurants","888 267 4846, 207 947 8732",,,,,Dysart's,(207) 942-4878,,,,207-942-4878,(207) 942-4878,2026-02-11T07:40:18.910Z,https://www.yellowpages.com/search?search_terms=207+942+4878,,http://www.dysarts.com
,,www.yellowpages.com,https://www.yellowpages.com/hermon-me/mip/dysarts-551448206,,,,,,,,,,,,207-942-4878,,2026-02-11T07:40:20.871Z,https://www.yellowpages.com/search?search_terms=207+942+4878,,
,,www.yellowpages.com,https://www.yellowpages.com/hermon-me/mip/dysarts-transportation-549140527,,,,,,,,,,,,207-942-4878,,2026-02-11T07:40:23.355Z,https://www.yellowpages.com/search?search_terms=207+942+4878,,
,,,,,,207+746+3411,,,,,,,,,207-746-3411,,2026-02-11T07:40:28.431Z,https://www.yellowpages.com/search?search_terms=207+746+3411,no_results_found,
,,,,,,207+726+5566,,,,,,,,,207-726-5566,,2026-02-11T07:40:33.476Z,https://www.yellowpages.com/search?search_terms=207+726+5566,no_results_found,
,,,,,,207+796+2673,,,,,,,,,207-796-2673,,2026-02-11T07:40:38.524Z,https://www.yellowpages.com/search?search_terms=207+796+2673,no_results_found,
,,,,,,207+796+5056,,,,,,,,,207-796-5056,,2026-02-11T07:40:43.620Z,https://www.yellowpages.com/search?search_terms=207+796+5056,no_results_found,
,,,,,,207+454+8129,,,,,,,,,207-454-8129,,2026-02-11T07:40:48.682Z,https://www.yellowpages.com/search?search_terms=207+454+8129,no_results_found,
,,,,,,207+532+2948,,,,,,,,,207-532-2948,,2026-02-11T07:40:53.754Z,https://www.yellowpages.com/search?search_terms=207+532+2948,no_results_found,
,,,,,,207+532+4059,,,,,,,,,207-532-4059,,2026-02-11T07:40:58.850Z,https://www.yellowpages.com/search?search_terms=207+532+4059,no_results_found,
,,,,,,207+365+4485,,,,,,,,,207-365-4485,,2026-02-11T07:41:03.930Z,https://www.yellowpages.com/search?search_terms=207+365+4485,no_results_found,
,,,,,,207+868+5702,,,,,,,,,207-868-5702,,2026-02-11T07:41:09.035Z,https://www.yellowpages.com/search?search_terms=207+868+5702,no_results_found,
,,,,,,207+273+2633,,,,,,,,,207-273-2633,,2026-02-11T07:41:14.098Z,https://www.yellowpages.com/search?search_terms=207+273+2633,no_results_found,
,,,,,,207+238+9979,,,,,,,,,207-238-9979,,2026-02-11T07:41:19.160Z,https://www.yellowpages.com/search?search_terms=207+238+9979,no_results_found,
,,,,,,207+668+7864,,,,,,,,,207-668-7864,,2026-02-11T07:41:24.238Z,https://www.yellowpages.com/search?search_terms=207+668+7864,no_results_found,
,,,,,,207+368+5775,,,,,,,,,207-368-5775,,2026-02-11T07:41:29.810Z,https://www.yellowpages.com/search?search_terms=207+368+5775,no_results_found,
,,,,,,207+548+6649,,,,,,,,,207-548-6649,,2026-02-11T07:41:38.277Z,https://www.yellowpages.com/search?search_terms=207+548+6649,no_results_found,
,,,,,,802+429+2141,,,,,,,,,802-429-2141,,2026-02-11T07:41:43.505Z,https://www.yellowpages.com/search?search_terms=802+429+2141,no_results_found,
,,,,,,802+463+9944,,,,,,,,,802-463-9944,,2026-02-11T07:41:48.956Z,https://www.yellowpages.com/search?search_terms=802+463+9944,no_results_found,
"14 Missing Link RdSpringfield, VT 05156",Circle K Stores,Circle K,https://www.yellowpages.com/springfield-vt/mip/circle-k-465101884,"Convenience Stores, Gas Stations","802 885 6577, 802 885 5257",,Springfield,43.264526,-72.43727,Circle K,(802) 885-2266,VT,14 Missing Link Rd,05156,802-885-2266,(802) 885-2266,2026-02-11T07:41:58.698Z,https://www.yellowpages.com/search?search_terms=802+885+2266,,https://www.circlek.com/store-locator/US/springfield/14-missing-link-rd/M7404
,,www.yellowpages.com,https://www.yellowpages.com/springfield-vt/mip/irving-24-509395191,,,,,,,,,,,,802-885-2266,,2026-02-11T07:42:00.854Z,https://www.yellowpages.com/search?search_terms=802+885+2266,,
,,www.yellowpages.com,https://www.yellowpages.com/springfield-vt/mip/circle-k-465101884#photo-gallery,,,,,,,,,,,,802-885-2266,,2026-02-11T07:42:03.230Z,https://www.yellowpages.com/search?search_terms=802+885+2266,,
,,,,,,802+257+5404,,,,,,,,,802-257-5404,,2026-02-11T07:42:08.274Z,https://www.yellowpages.com/search?search_terms=802+257+5404,no_results_found,
,,,,,,802+658+2965,,,,,,,,,802-658-2965,,2026-02-11T07:42:13.344Z,https://www.yellowpages.com/search?search_terms=802+658+2965,no_results_found,
,,,,,,802+796+3044,,,,,,,,,802-796-3044,,2026-02-11T07:42:18.427Z,https://www.yellowpages.com/search?search_terms=802+796+3044,no_results_found,
,,,,,,802+527+0601,,,,,,,,,802-527-0601,,2026-02-11T07:42:23.495Z,https://www.yellowpages.com/search?search_terms=802+527+0601,no_results_found,
,,,,,,802+527+0104,,,,,,,,,802-527-0104,,2026-02-11T07:42:28.586Z,https://www.yellowpages.com/search?search_terms=802+527+0104,no_results_found,
,,,,,,802+868+3909,,,,,,,,,802-868-3909,,2026-02-11T07:42:33.661Z,https://www.yellowpages.com/search?search_terms=802+868+3909,no_results_found,
,,,,,,802+868+7790,,,,,,,,,802-868-7790,,2026-02-11T07:42:38.765Z,https://www.yellowpages.com/search?search_terms=802+868+7790,no_results_found,
,,,,,,802+229+5291,,,,,,,,,802-229-5291,,2026-02-11T07:42:43.814Z,https://www.yellowpages.com/search?search_terms=802+229+5291,no_results_found,
,,,,,,802+635+7200,,,,,,,,,802-635-7200,,2026-02-11T07:42:48.927Z,https://www.yellowpages.com/search?search_terms=802+635+7200,no_results_found,
,,,,,,802+888+7618,,,,,,,,,802-888-7618,,2026-02-11T07:42:53.979Z,https://www.yellowpages.com/search?search_terms=802+888+7618,no_results_found,
,,,,,,802+247+3440,,,,,,,,,802-247-3440,,2026-02-11T07:42:59.045Z,https://www.yellowpages.com/search?search_terms=802+247+3440,no_results_found,
,,,,,,802+265+3009,,,,,,,,,802-265-3009,,2026-02-11T07:43:04.179Z,https://www.yellowpages.com/search?search_terms=802+265+3009,no_results_found,
,,,,,,802+265+3500,,,,,,,,,802-265-3500,,2026-02-11T07:43:09.790Z,https://www.yellowpages.com/search?search_terms=802+265+3500,no_results_found,
,,,,,,802+897+8585,,,,,,,,,802-897-8585,,2026-02-11T07:43:15.245Z,https://www.yellowpages.com/search?search_terms=802+897+8585,no_results_found,
,,,,,,802+334+6835,,,,,,,,,802-334-6835,,2026-02-11T07:43:20.732Z,https://www.yellowpages.com/search?search_terms=802+334+6835,no_results_found,
,,,,,,802+334+2738,,,,,,,,,802-334-2738,,2026-02-11T07:43:26.190Z,https://www.yellowpages.com/search?search_terms=802+334+2738,no_results_found,
,,,,,,802+766+2182,,,,,,,,,802-766-2182,,2026-02-11T07:43:31.647Z,https://www.yellowpages.com/search?search_terms=802+766+2182,no_results_found,
,,,,,,860+278+7044,,,,,,,,,860-278-7044,,2026-02-11T07:43:40.081Z,https://www.yellowpages.com/search?search_terms=860+278+7044,no_results_found,
,,,,,,860+684+0499,,,,,,,,,860-684-0499,,2026-02-11T07:43:45.189Z,https://www.yellowpages.com/search?search_terms=860+684+0499,no_results_found,
,,,,,,860+599+3894,,,,,,,,,860-599-3894,,2026-02-11T07:43:50.288Z,https://www.yellowpages.com/search?search_terms=860+599+3894,no_results_found,
,,,,,,860+564+0569,,,,,,,,,860-564-0569,,2026-02-11T07:43:55.378Z,https://www.yellowpages.com/search?search_terms=860+564+0569,no_results_found,
,,,,,,203+481+0301,,,,,,,,,203-481-0301,,2026-02-11T07:44:00.451Z,https://www.yellowpages.com/search?search_terms=203+481+0301,no_results_found,
,,,,,,203+876+1266,,,,,,,,,203-876-1266,,2026-02-11T07:44:05.601Z,https://www.yellowpages.com/search?search_terms=203+876+1266,no_results_found,
,,,,,,203+878+4687,,,,,,,,,203-878-4687,,2026-02-11T07:44:10.687Z,https://www.yellowpages.com/search?search_terms=203+878+4687,no_results_found,
,,,,,,860+621+0106,,,,,,,,,860-621-0106,,2026-02-11T07:44:15.758Z,https://www.yellowpages.com/search?search_terms=860+621+0106,no_results_found,
,,,,,,203+497+9017,,,,,,,,,203-497-9017,,2026-02-11T07:44:22.824Z,https://www.yellowpages.com/search?search_terms=203+497+9017,no_results_found,
,,,,,,732+382+7995,,,,,,,,,732-382-7995,,2026-02-11T07:44:27.906Z,https://www.yellowpages.com/search?search_terms=732+382+7995,no_results_found,
,,,,,,201+432+7678,,,,,,,,,201-432-7678,,2026-02-11T07:44:32.973Z,https://www.yellowpages.com/search?search_terms=201+432+7678,no_results_found,
,,,,,,973+808+1124,,,,,,,,,973-808-1124,,2026-02-11T07:44:38.036Z,https://www.yellowpages.com/search?search_terms=973+808+1124,no_results_found,
,,,,,,973+344+1314,,,,,,,,,973-344-1314,,2026-02-11T07:44:43.124Z,https://www.yellowpages.com/search?search_terms=973+344+1314,no_results_found,
,,,,,,973+589+5922,,,,,,,,,973-589-5922,,2026-02-11T07:44:48.189Z,https://www.yellowpages.com/search?search_terms=973+589+5922,no_results_found,
,,,,,,908+474+1255,,,,,,,,,908-474-1255,,2026-02-11T07:44:53.252Z,https://www.yellowpages.com/search?search_terms=908+474+1255,no_results_found,
,,,,,,201+348+0656,,,,,,,,,201-348-0656,,2026-02-11T07:44:59.000Z,https://www.yellowpages.com/search?search_terms=201+348+0656,no_results_found,
,,,,,,732+636+0580,,,,,,,,,732-636-0580,,2026-02-11T07:45:10.871Z,https://www.yellowpages.com/search?search_terms=732+636+0580,no_results_found,
,,,,,,973+344+0854,,,,,,,,,973-344-0854,,2026-02-11T07:45:16.332Z,https://www.yellowpages.com/search?search_terms=973+344+0854,no_results_found,
,,,,,,973+344+5003,,,,,,,,,973-344-5003,,2026-02-11T07:45:21.814Z,https://www.yellowpages.com/search?search_terms=973+344+5003,no_results_found,
,,,,,,908+289+3955,,,,,,,,,908-289-3955,,2026-02-11T07:45:27.302Z,https://www.yellowpages.com/search?search_terms=908+289+3955,no_results_found,
,,,,,,908+289+7270,,,,,,,,,908-289-7270,,2026-02-11T07:45:35.365Z,https://www.yellowpages.com/search?search_terms=908+289+7270,no_results_found,
,,,,,,908+351+8831,,,,,,,,,908-351-8831,,2026-02-11T07:45:40.852Z,https://www.yellowpages.com/search?search_terms=908+351+8831,no_results_found,
,,,,,,908+353+7776,,,,,,,,,908-353-7776,,2026-02-11T07:45:45.944Z,https://www.yellowpages.com/search?search_terms=908+353+7776,no_results_found,
,,,,,,201+432+9650,,,,,,,,,201-432-9650,,2026-02-11T07:45:51.024Z,https://www.yellowpages.com/search?search_terms=201+432+9650,no_results_found,
,,,,,,201+653+0086,,,,,,,,,201-653-0086,,2026-02-11T07:45:56.157Z,https://www.yellowpages.com/search?search_terms=201+653+0086,no_results_found,
,,,,,,201+797+1904,,,,,,,,,201-797-1904,,2026-02-11T07:46:01.237Z,https://www.yellowpages.com/search?search_terms=201+797+1904,no_results_found,
,,,,,,201+529+2704,,,,,,,,,201-529-2704,,2026-02-11T07:46:06.302Z,https://www.yellowpages.com/search?search_terms=201+529+2704,no_results_found,
,,,,,,201+529+4268,,,,,,,,,201-529-4268,,2026-02-11T07:46:11.387Z,https://www.yellowpages.com/search?search_terms=201+529+4268,no_results_found,
,,,,,,201+934+9435,,,,,,,,,201-934-9435,,2026-02-11T07:46:16.472Z,https://www.yellowpages.com/search?search_terms=201+934+9435,no_results_found,
,,,,,,973+694+2776,,,,,,,,,973-694-2776,,2026-02-11T07:46:21.536Z,https://www.yellowpages.com/search?search_terms=973+694+2776,no_results_found,
,,,,,,201+943+9802,,,,,,,,,201-943-9802,,2026-02-11T07:46:26.588Z,https://www.yellowpages.com/search?search_terms=201+943+9802,no_results_found,
,,,,,,201+945+7766,,,,,,,,,201-945-7766,,2026-02-11T07:46:31.657Z,https://www.yellowpages.com/search?search_terms=201+945+7766,no_results_found,
,,,,,,201+945+9640,,,,,,,,,201-945-9640,,2026-02-11T07:46:36.724Z,https://www.yellowpages.com/search?search_terms=201+945+9640,no_results_found,
,,,,,,201+945+5112,,,,,,,,,201-945-5112,,2026-02-11T07:46:41.768Z,https://www.yellowpages.com/search?search_terms=201+945+5112,no_results_found,
,,,,,,732+536+0610,,,,,,,,,732-536-0610,,2026-02-11T07:46:46.844Z,https://www.yellowpages.com/search?search_terms=732+536+0610,no_results_found,
,,,,,,973+293+3814,,,,,,,,,973-293-3814,,2026-02-11T07:46:51.897Z,https://www.yellowpages.com/search?search_terms=973+293+3814,no_results_found,
"632 E North StGreensburg, IN 47240",,Ertel Construction Inc,https://www.yellowpages.com/greensburg-in/mip/ertel-construction-inc-560679554,"General Contractors, Real Estate Developers, Roofing Contractors",973 293 7966,,Greensburg,39.339,-85.47569,Ertel Construction Inc,(812) 222-2053,IN,632 E North St,47240,973-293-7966,(812) 222-2053,2026-02-11T07:47:06.861Z,https://www.yellowpages.com/search?search_terms=973+293+7966,,http://ertelconstructioninc.localsearch.com
"9 State Route 23Montague, NJ 07827",,Xtra Auto/Truck Stop,https://www.yellowpages.com/montague-nj/mip/xtra-auto-truck-stop-476013920,Truck Stops,973 293 7966,,Montague,41.35132,-74.68634,Xtra Auto/Truck Stop,(201) 293-7966,NJ,9 State Route 23,07827,973-293-7966,(201) 293-7966,2026-02-11T07:47:12.859Z,https://www.yellowpages.com/search?search_terms=973+293+7966,,http://yellowpages.com/montague-nj/mip/shell-565133539
"9 State Route 23Montague, NJ 07827",Valero Fuel,Valero,https://www.yellowpages.com/montague-nj/mip/valero-474207596,Gas Stations,,,Montague,41.35132,-74.68634,Valero,(973) 293-7966,NJ,9 State Route 23,07827,973-293-7966,(973) 293-7966,2026-02-11T07:47:20.127Z,https://www.yellowpages.com/search?search_terms=973+293+7966,,https://locations.valero.com/en-us/LocationDetails/Index/9-State-Route-23-Montague-NJ-07827-3303/0000007552
"20750 Fm 92 SFred, TX 77616",,Western Union,https://www.yellowpages.com/fred-tx/mip/western-union-559444807,"Money Transfer Service, Money Order Service",908 496 4124,,Fred,30.572615,-94.17624,Western Union,(409) 373-0141,TX,20750 Fm 92 S,77616,908-496-4124,(409) 373-0141,2026-02-11T07:47:32.441Z,https://www.yellowpages.com/search?search_terms=908+496+4124,,https://www.westernunion.com/global-services/find-locations/us/tx/fred/d77be1a6915f866d8fcc5a3d9996fe12
"2500 SE Green Oaks BlvdArlington, TX 76018",,Western Union,https://www.yellowpages.com/arlington-tx/mip/western-union-534815678,"Money Transfer Service, Money Order Service",908 496 4124,,Arlington,32.661167,-97.06381,Western Union,(817) 419-2818,TX,2500 SE Green Oaks Blvd,76018,908-496-4124,(817) 419-2818,2026-02-11T07:47:39.296Z,https://www.yellowpages.com/search?search_terms=908+496+4124,,https://www.westernunion.com/global-services/find-locations/us/tx/arlington/72a0d9e7c08b80e9578a7e584b0f9361
