state_id,state,name,full_url,stop_type,Chain,Latitude,Longitude,LD_URL,LD_Latitude,LD_Longitude,Highway,Street Address,City,State,Postal Code,Phone,Phone 2,Fax,Exit,Phone 3,Mile Marker,Phone 4,Mailing Address,Phone 5,Road Name,https,http,htp
1,Alabama,CAFFEE JUNCTION CHEVRON,https://www.truckstopsandservices.com/location_details.php?id=464,Trucker,chevron,33.246151,-87.136725,,33.246151,-87.136725,I-20/59,21361 HWY 11 N,MCCALLA,AL,35111,205-477-0702 (TRAVEL CENTER),,,97,,,,,,,,,
1,Alabama,CEFCO #0485,https://www.truckstopsandservices.com/location_details.php?id=54047,Trucker,ind dealer,31.90487,-87.742546,,31.90487,-87.742546,US 43,31821 S US 43,THOMASVILLE,AL,36784,334-636-1138 (TRAVEL CENTER),,,,,,,,,,,,
1,Alabama,CHEVRON,https://www.truckstopsandservices.com/location_details.php?id=47841,Trucker,chevron,32.286915,-87.796534,,32.286915,-87.796534,US 43,2010 S MAIN ST,LINDEN,AL,36748,334-295-0087 (TRAVEL CENTER),334-295-0087 (PARR'S CHEVRON DELI),,AL 69,,,,,,,,,
1,Alabama,CHICASAW CORNER STOP,https://www.truckstopsandservices.com/location_details.php?id=10113,Trucker,shell,30.760632,-88.074226,,30.760632,-88.074226,US 43,100 TELEGRAPH RD,CHICASAW,AL,36611,251-456-4369 (TRAVEL CENTER),251-456-4369 (HUNT BROTHERS PIZZA),,10,,,,,,,,,
1,Alabama,CIRCLE K,https://www.truckstopsandservices.com/location_details.php?id=1567,Trucker,ind dealer,32.989569,-87.789432,,32.989569,-87.789432,I-20/59,30054 US 11,KNOXVILLE,AL,35469,205-372-4373 (TRAVEL CENTER),,,52,,,,,,,,,
1,Alabama,CIRCLE K,https://www.truckstopsandservices.com/location_details.php?id=2028,Trucker,circle k,30.951693,-87.856391,,30.951693,-87.856391,I-65,49980 AL-225,BAY MINETTE,AL,36507,251-937-0549 (TRAVEL CENTER),251-937-0549 (SUBWAY),,31,,,,,,,,,
1,Alabama,CIRCLE K,https://www.truckstopsandservices.com/location_details.php?id=2714,Trucker,shell,31.277823,-87.206237,,31.277823,-87.206237,I-65,25499 AL-41,RANGE,AL,36426,251-248-2948 (TRAVEL CENTER),,,77,,,,,,,,,
1,Alabama,CIRCLE K,https://www.truckstopsandservices.com/location_details.php?id=3038,Trucker,circle k,33.646471,-85.506094,,33.646471,-85.506094,I-20,6658 AL-46,HEFLIN,AL,36264,256-463-5747,,256-463-5058,205,,,,,,,,,
1,Alabama,CIRCLE K,https://www.truckstopsandservices.com/location_details.php?id=3261,Trucker,circle k,33.60215,-85.833705,,33.60215,-85.833705,I-20,1601 AL-21,OXFORD,AL,36203,256-831-1239 (TRAVEL CENTER),256-831-1239 (KRISPY KRUNCHY),256-835-8626,185,,,,,,,,,
1,Alabama,CIRCLE K,https://www.truckstopsandservices.com/location_details.php?id=3288,Trucker,circle k,32.802228,-86.58247,,32.802228,-86.58247,I-65,2131 7TH ST S,CLANTON,AL,35045,205-755-3283 (TRAVEL CENTER),205-755-3283 (BROASTER'S CHICKEN),205-755-8020,205,,,,,,,,,
1,Alabama,CIRCLE K,https://www.truckstopsandservices.com/location_details.php?id=3289,Trucker,circle k,33.334929,-86.781001,,33.334929,-86.781001,I-65,630 CAHABA VALLEY RD,PELHAM,AL,35124,205-733-1910 (TRAVEL CENTER),205-733-1910 (KFC),,246,,,,,,,,,
1,Alabama,CIRCLE K,https://www.truckstopsandservices.com/location_details.php?id=10099,Trucker,ind dealer,33.14712,-87.544707,,33.14712,-87.544707,AL 69,6718 AL-69,TUSCALOOSA,AL,35405,205-345-3095 (TRAVEL CENTER),,,,,,,,,,,,
1,Alabama,CIRCLE K,https://www.truckstopsandservices.com/location_details.php?id=10131,Trucker,circle k,34.641098,-86.049449,,34.641098,-86.049449,US 72,21700 JOHN T REID PKWY,SCOTTSBORO,AL,35768,256-259-3550 (TRAVEL CENTER),256-259-3550 (DAIRY QUEEN),,,,,,,,,,,
1,Alabama,CIRCLE K,https://www.truckstopsandservices.com/location_details.php?id=10145,Trucker,shell,31.469881,-87.345746,,31.469881,-87.345746,US 84,20 AL-21,MONROEVILLE,AL,36460,251-743-4102,,,,,,,,,,,,
1,Alabama,CIRCLE K,https://www.truckstopsandservices.com/location_details.php?id=10189,Trucker,ind dealer,31.253181,-85.392316,,31.253181,-85.392316,US 431,4196 ROSS CLARK CIRCLE,DOTHAN,AL,36303,334-678-8699 (TRAVEL CENTER),,,HEADLAND AVE,,,,,,,,,
1,Alabama,CIRCLE K,https://www.truckstopsandservices.com/location_details.php?id=18447,Trucker,circle k,33.551175,-86.784877,http://kangarooexpress.com/,33.551175,-86.784877,I-20/59,1700 TALLAPOOSA,BIRMINGHAM,AL,35234,205-808-3879 (TRAVEL CENTER),205-808-3879 (SUBWAY),,128,,,,,,,,,
1,Alabama,CIRCLE K,https://www.truckstopsandservices.com/location_details.php?id=18450,Trucker,ind dealer,34.217738,-86.157697,,34.217738,-86.157697,US 431,2242 US 431,BOAZ,AL,35957,256-593-1779 (TRAVEL CENTER),,,,,,,,,,,,
1,Alabama,CIRCLE K,https://www.truckstopsandservices.com/location_details.php?id=18454,Trucker,ind dealer,34.438288,-85.756064,,34.438288,-85.756064,I-59,1707 GLENN BLVD SW,FORT PAYNE,AL,35968,256-997-9925 (TRAVEL CENTER),,,218,,,,,,,,,
1,Alabama,CIRCLE K,https://www.truckstopsandservices.com/location_details.php?id=18460,Trucker,circle k,33.337306,-86.780962,,33.337306,-86.780962,I-65,715 CAHABA VALLEY RD,PELHAM,AL,35124,205-987-1484 (TRAVEL CENTER),,205-987-4400,119,,,,,,,,,
1,Alabama,CIRCLE K,https://www.truckstopsandservices.com/location_details.php?id=18461,Trucker,shell,31.202014,-87.310801,,31.202014,-87.310801,I-65,13400 AL-113,BREWTON,AL,36426,251-296-7214 (TRAVEL CENTER),,251-296-7253,69,,,,,,,,,
1,Alabama,CIRCLE K,https://www.truckstopsandservices.com/location_details.php?id=18462,Trucker,circle k,33.282524,-86.361786,,33.282524,-86.361786,US 280,32344 US 280,CHILDERSBURG,AL,35044,256-378-3876 (TRAVEL CENTER),,,,,,,,,,,,
1,Alabama,CIRCLE K,https://www.truckstopsandservices.com/location_details.php?id=47845,Trucker,circle k,32.423072,-86.411064,,32.423072,-86.411064,AL 6,1715 S MEMORIAL DR,PRATTVILLE,AL,36067,334-358-0704 (TRAVEL CENTER),,,,,,,,,,,,
1,Alabama,CIRCLE K,https://www.truckstopsandservices.com/location_details.php?id=54101,Trucker,circle k,31.791119,-85.977874,,31.791119,-85.977874,US 231,101 US 231 S,TROY,AL,36081,334-566-1337 (TRAVEL CENTER),,,,,,,,,,,,
1,Alabama,CIRCLE K,https://www.truckstopsandservices.com/location_details.php?id=54246,Trucker,circle k,32.49189,-86.406326,,32.49189,-86.406326,I-65,1167 AL 14,MILLBROOK,AL,36054,334-285-3020 (TRAVEL CENTER),,,181,,,,,,,,,
1,Alabama,CIRCLE K  #3730,https://www.truckstopsandservices.com/location_details.php?id=54123,Trucker,circle k,33.22752,-87.575862,,33.22752,-87.575862,AL 13,1701 LURLEEN WALLACE BLVD,NORTHPORT,AL,35476,205-333-3101 (TRAVEL CENTER),,,,,,,,,,,,
1,Alabama,CIRCLE K # 5984,https://www.truckstopsandservices.com/location_details.php?id=44744,Trucker,ind dealer,30.818548,-88.259463,,30.818548,-88.259463,AL 217,6111 LOTT RD,EIGHT MILE,AL,36613,251-649-4645 (TRAVEL CENTER),,,CR-27,,,,,,,,,
1,Alabama,CIRCLE K #1555,https://www.truckstopsandservices.com/location_details.php?id=54115,Trucker,shell,30.57565,-88.172237,,30.57565,-88.172237,I-10,5550 US 90,THEODORE,AL,36582,251-653-8544 (TRAVEL CENTER),,,15-A,,,,,,,,,
1,Alabama,CIRCLE K #6689,https://www.truckstopsandservices.com/location_details.php?id=54129,Trucker,circle k,33.15322,-85.360924,,33.15322,-85.360924,US 431,3393 US 431,ROANOKE,AL,36274,334-863-8969 (TRAVEL CENTER),,,,,,,,,,,,
1,Alabama,CIRCLE K #6690,https://www.truckstopsandservices.com/location_details.php?id=542,Trucker,shell,32.643643,-85.34934,,32.643643,-85.34934,I-85,1200 COLUMBUS PKWY,OPELIKA,AL,36804,334-749-8704 (TRAVEL CENTER),334-749-8704 (CHURCH'S CHICKEN),334-749-8701,62,,,,,,,,,
1,Alabama,CIRCLE K #6697,https://www.truckstopsandservices.com/location_details.php?id=54130,Trucker,shell,32.81981,-85.211098,,32.81981,-85.211098,I-85,588 FOB JAMES DR,VALLEY,AL,36854,334-756-6768 (TRAVEL CENTER),334-756-6768 (CHURCH'S CHICKEN),,77,334-756-6768 (ZAXBY'S),,,,,,,,
1,Alabama,Circle K Truck Stop,https://www.truckstopsandservices.com/location_details.php?id=64135,Trucker,,33.54087,-86.82346,https://www.mapcorewards.com/store/mapco7554,33.54087,-86.82346,I-65,,Birmingham,AL,35234,205-705-3249,,,,,,,,,,,,
1,Alabama,CITRONELLE BP,https://www.truckstopsandservices.com/location_details.php?id=44635,Trucker,bp,31.080523,-88.238182,,31.080523,-88.238182,US 45,17950 S 3RD ST,CITRONELLE,AL,36522,251-866-3607 (TRAVEL CENTER),251-866-3607 (MCDONALD'S),,,251-866-3607 (HARDEE'S),,,,,,,,
1,Alabama,COWBOYS,https://www.truckstopsandservices.com/location_details.php?id=54180,Trucker,chevron,34.4801,-87.273285,,34.4801,-87.273285,AL 157,11327 AL 157,MOULTON,AL,35650,256-974-0005 (TRAVEL CENTER),,,,,,,,,,,,
1,Alabama,CREEK TRAVEL PLAZA,https://www.truckstopsandservices.com/location_details.php?id=44596,Trucker,shell,31.087602,-87.538988,,31.087602,-87.538988,I-65,4740 JACK SPRINGS RD,ATMORE,AL,36502,251-368-0088 (TRAVEL CENTER),251-368-0088 (THE DINER),251-368-0080,54,,,,,,,,,
1,Alabama,CROSSROADS,https://www.truckstopsandservices.com/location_details.php?id=10138,Trucker,exxon,32.434969,-87.061397,,32.434969,-87.061397,US 80,2530 US-80,SELMA,AL,36701,334-874-8763 (TRAVEL CENTER),334-874-8763 (SUBWAY),334-874-8099,,,,,,,,,,
1,Alabama,CROSSROADS PETRO,https://www.truckstopsandservices.com/location_details.php?id=10101,Trucker,ind dealer,31.304483,-86.037707,,31.304483,-86.037707,AL 87,7913 AL 87,ELBA,AL,36323,334-894-0303 (TRAVEL CENTER),334-894-0303 (CROSSROADS DELI),,AL 134 W,,,,,,,,,
1,Alabama,CUSSETA TRAVEL PLAZA,https://www.truckstopsandservices.com/location_details.php?id=431,Trucker,sunoco,32.745359,-85.27824,,32.745359,-85.27824,I-85,5495 CO RD 388,CUSSETA,AL,36852,334-756-3161 (TRAVEL CENTER),334-756-3161 (WING SHACK),334-756-3276,70,,,,,,,,,
1,Alabama,CUZZ'S 66 AND DOZIER OIL,https://www.truckstopsandservices.com/location_details.php?id=54189,Trucker,66 gas,31.93754,-87.737633,,31.93754,-87.737633,US 43,34155 US 43,THOMASVILLE,AL,36784,334-636-5620 (TRAVEL CENTER),,,,,,,,,,,,
1,Alabama,DIAMOND GASOLINE #18,https://www.truckstopsandservices.com/location_details.php?id=54207,Trucker,chevron,31.02009,-87.658348,,31.02009,-87.658348,I-65,21480 CO RD 47,PERDIDO,AL,36562,251-580-3177 (TRAVEL CENTER),,,45,,,,,,,,,
1,Alabama,DIAMOND GASOLINE #20,https://www.truckstopsandservices.com/location_details.php?id=750,Trucker,shell,31.418673,-87.009076,,31.418673,-87.009076,I-65,16070 US 84,EVERGREEN,AL,36401,251-578-9669 (TRAVEL CENTER),,,93,,,,,,,,,
1,Alabama,DIAMOND GASOLINE #21,https://www.truckstopsandservices.com/location_details.php?id=751,Trucker,chevron,31.081708,-87.529775,,31.081708,-87.529775,I-65,4095 JACKS SPRINGS RD,ATMORE,AL,36502,251-446-8065 (TRAVEL CENTER),251-446-8065 (SUBWAY),,54,,,,,,,,,
1,Alabama,DIAMOND GASOLINE #23,https://www.truckstopsandservices.com/location_details.php?id=2756,Trucker,chevron,31.109184,-87.474899,,31.109184,-87.474899,I-65,6202 AL 21,ATMORE,AL,36502,251-368-3913 (TRAVEL CENTER),251-368-3913 (DIAMOND GAS DELI),,57,,,,,,,,,
1,Alabama,DIAMOND GASOLINE #4,https://www.truckstopsandservices.com/location_details.php?id=14609,Trucker,chevron,31.030085,-87.496842,,31.030085,-87.496842,W HOWARD ST,303 HOWARD ST,ATMORE,AL,36502,251-368-8771 (TRAVEL CENTER),,251-368-9194,,,,,,,,,,
1,Alabama,DIAMOND GASOLINE #5,https://www.truckstopsandservices.com/location_details.php?id=10112,Trucker,chevron,31.136273,-87.06923,,31.136273,-87.06923,US 31,1713 DOUGLAS AVE,BREWTON,AL,36426,251-867-3696 (TRAVEL CENTER),,,,,,,,,,,,
1,Alabama,DNJ TRUCK STOP,https://www.truckstopsandservices.com/location_details.php?id=54214,Trucker,exxon,32.622204,-88.206362,,32.622204,-88.206362,I-20,651 AL-28,LIVINGSTON,AL,35470,205-652-2667 (TRAVEL CENTER),205-652-2667 (TASTE OF INDIA),205-652-2666,17,,,,,,,,,
1,Alabama,DODGE CITY SHELL,https://www.truckstopsandservices.com/location_details.php?id=44738,Trucker,shell,34.050462,-86.871639,,34.050462,-86.871639,I-65,233 AL 69 S,DODGE CITY,AL,35077,256-287-0548 (TRAVEL CENTER),256-287-0548 (MCDONALD'S),,299,,,,,,,,,
1,Alabama,DUNN'S FOOD MART,https://www.truckstopsandservices.com/location_details.php?id=10121,Trucker,shell,31.687735,-87.780716,,31.687735,-87.780716,US 43,430 S JACKSON ST,GROVE HILL,AL,36451,251-275-2828 (TRAVEL CENTER),,251-275-4504,,,,,,,,,,
1,Alabama,DURANGO'S BP,https://www.truckstopsandservices.com/location_details.php?id=413,Trucker,bp,34.275812,-85.880203,,34.275812,-85.880203,I-59,5585 AL 68,COLLINSVILLE,AL,35961,256-524-4040 (TRAVEL CENTER),256-524-4040 (DURANGO'S),256-524-4040,205,,,,,,,,,
1,Alabama,DURANGO'S BP,https://www.truckstopsandservices.com/location_details.php?id=10185,Trucker,citgo,31.549873,-85.285391,,31.549873,-85.285391,US 431,2800 US 431 S,ABBEVILLE,AL,36310,334-585-3066 (TRAVEL CENTER),,334-585-3066,,,,,,,,,,
1,Alabama,ELBA TRAVEL CENTER,https://www.truckstopsandservices.com/location_details.php?id=44745,Trucker,gulf oil,31.425773,-86.080584,,31.425773,-86.080584,AL 203,990 AL 203 BYP,ELBA,AL,36323,334-853-0153 (TRAVEL CENTER),,334-853-0151,N OF US 84,,,,,,,,,
1,Alabama,EXPRESS MART,https://www.truckstopsandservices.com/location_details.php?id=18446,Trucker,exxon,31.023519,-87.503772,,31.023519,-87.503772,US 31,901 W NASHVILLE AVE,ATMORE,AL,36502,251-322-5001 (TRAVEL CENTER),,,,,,,,,,,,
1,Alabama,FACKLER TEXACO TRUCK STOP,https://www.truckstopsandservices.com/location_details.php?id=10127,Trucker,texaco,34.775516,-85.893544,,34.775516,-85.893544,US 72,13750 CO RD 42,FACKLER,AL,35746,256-437-2663 (TRAVEL CENTER),256-437-2663 (FACKLER DELI),256-437-2634,,,MM 149,,,,,,,
1,Alabama,FAST TRACK,https://www.truckstopsandservices.com/location_details.php?id=47849,Trucker,gulf,31.69549,-87.776837,,31.69549,-87.776837,US 43,103 GROVE HILL AVE,GROVE HILL,AL,36451,251-275-2000 (TRAVEL CENTER),251-275-2000 (KRISPY KRUNCHY CHICKEN),,US 84,251-275-2000 (HUNT BROTHERS PIZZA),,,,,,,,
1,Alabama,FINNWAY EXPRESS #506,https://www.truckstopsandservices.com/location_details.php?id=10166,Trucker,marathon,31.375618,-85.568963,,31.375618,-85.568963,US 231,8363 S US-231,OZARK,AL,36360,334-299-3023 (TRAVEL CENTER),334-299-3023 (HUNT BROTHERS PIZZA),,,,,,,,,,,
1,Alabama,FLYING J TRAVEL CENTER #601,https://www.truckstopsandservices.com/location_details.php?id=1103,Trucker,flying j,33.322155,-87.045677,https://pilotflyingj.com/stores/601/,33.322155,-87.045677,I-20/59,6098 MACASHAN DR,MCCALLA,AL,35111,205-477-9181 (TRAVEL CENTER),205-477-9181 (SUBWAY),205-477-6870,104,,,,,,,,,
1,Alabama,FLYING J TRAVEL CENTER #602,https://www.truckstopsandservices.com/location_details.php?id=1104,Trucker,flying j,33.561611,-86.831558,https://www.pilotflyingj.com/stores/602,33.561611,-86.831558,I-65,224 DANIEL PAYNE DR,BIRMINGHAM,AL,35207,205-323-2177 (TRAVEL CENTER),205-323-2177 (DENNY'S),205-323-7885,264,205-323-2177 (CINNABON),,,,,,,,
1,Alabama,FLYING J TRAVEL CENTER #603,https://www.truckstopsandservices.com/location_details.php?id=16737,Trucker,flying j,31.192085,-85.400867,http://www.pilotflyingj.com/view-location?id=603,31.192085,-85.400867,US 231,2190 ROSS CLARK CIRCLE,DOTHAN,AL,36301,334-792-5152 (TRAVEL CENTER),334-792-5152 (DENNY'S),334-792-5293,ROSS CLARK CIRCLE,,,,,,,,,
1,Alabama,FLYING J TRAVEL CENTER #604,https://www.truckstopsandservices.com/location_details.php?id=16742,Trucker,flying j,32.195156,-86.420505,https://pilotflyingj.com/stores/604/,32.195156,-86.420505,I-65,900 TYSON RD,HOPE HULL,AL,36043,334-613-0212 (TRAVEL CENTER),334-613-0212 (DENNY'S),334-613-0849,158,,,,,,,,,
1,Alabama,FOWLER OIL,https://www.truckstopsandservices.com/location_details.php?id=10117,Trucker,ind dealer,33.703014,-87.826892,,33.703014,-87.826892,US 43,1343 TEMPLE AVE N,FAYETTE,AL,35555,205-932-5217 (TRAVEL CENTER),205-932-5217 (MCDONALD'S),205-932-3309,,205-932-5217 (JACK'S),,,,,,,,
1,Alabama,FREEDOM FUEL TRUCK STOP,https://www.truckstopsandservices.com/location_details.php?id=10173,Trucker,ind dealer,32.842528,-85.774944,,32.842528,-85.774944,US 280,17223 US 280,DADEVILLE,AL,36853,256-825-7998 (TRAVEL CENTER),,,,,,,,,,,,
1,Alabama,FREESTATE CHEVRON,https://www.truckstopsandservices.com/location_details.php?id=44743,Trucker,chevron,34.160736,-87.415584,,34.160736,-87.415584,US 278,14908 US 278,DOUBLE SPRINGS,AL,35553,205-489-5440 (TRAVEL CENTER),205-489-5440 (FREESTATE CHEVRON DELI),,AL 74,,,,,,,,,
1,Alabama,FUEL EXPRESS,https://www.truckstopsandservices.com/location_details.php?id=10128,Trucker,citgo,34.772029,-86.517218,,34.772029,-86.517218,US 72,2064 US 72 E,HUNTSVILLE,AL,35811,256-851-1239 (TRAVEL CENTER),256-851-1239 (NAKED TACO),,,,,,,,,,,
1,Alabama,GITTY UP-N-GO #2,https://www.truckstopsandservices.com/location_details.php?id=54357,Trucker,marathon,31.34743,-86.527056,,31.34743,-86.527056,US 84,11641 US 84 W,ANDALUSIA,AL,36241,334-222-9669 (TRAVEL CENTER),,,,,,,,,,,,
1,Alabama,GITTY UP-N-GO #4,https://www.truckstopsandservices.com/location_details.php?id=47714,Trucker,marathon,31.003434,-86.327298,,31.003434,-86.327298,AL 55,1078 3RD ST,FLORALA,AL,36442,334-858-5095 (TRAVEL CENTER),,,,,,,,,,,,
1,Alabama,GOCO'S #1,https://www.truckstopsandservices.com/location_details.php?id=10082,Trucker,exxon,32.082068,-88.222825,,32.082068,-88.222825,AL 17,800 S MULBERRY AVE,BUTLER,AL,36904,205-459-5775 (TRAVEL CENTER),,,1/2 MILE S OF AL 10,,,,,,,,,
1,Alabama,GOCO'S #203,https://www.truckstopsandservices.com/location_details.php?id=54362,Trucker,exxon,31.77785,-88.328804,,31.77785,-88.328804,US 84,6165 AL 17,SILAS,AL,36919,251-542-9646 (TRAVEL CENTER),251-542-9646 (HOT STUFF PIZZA),,AL 17,,,,,,,,,
1,Alabama,GOCO'S #6,https://www.truckstopsandservices.com/location_details.php?id=10151,Trucker,exxon,31.756173,-88.086109,,31.756173,-88.086109,US 84,1003 US 84,COFFEEVILLE,AL,36524,251-276-0185 (TRAVEL CENTER),,,AL 69 S,,,,,,,,,
1,Alabama,GOOD HOPE EXXON,https://www.truckstopsandservices.com/location_details.php?id=1252,Trucker,exxon,34.115189,-86.864384,,34.115189,-86.864384,I-65,1734 CO RD 437,CULLMAN,AL,35055,256-734-1860 (TRAVEL CENTER),256-734-1860 (HUNT BROTHERS PIZZA),,304,,,,,,,,,
1,Alabama,GOOD TO GO (MARATHON),https://www.truckstopsandservices.com/location_details.php?id=10091,Trucker,marathon,31.292341,-85.865351,,31.292341,-85.865351,AL 27,5000 BOLL WEEVIL CIRCLE,ENTERPRISE,AL,36330,334-308-9768 (TRAVEL CENTER),334-308-9768 (GOOD TO GO),334-308-2869,BOLL WEEVIL CIRCKLE,,,,,,,,,
1,Alabama,GOOSEPOND FOOD MART,https://www.truckstopsandservices.com/location_details.php?id=10110,Trucker,bp,34.610568,-86.068522,,34.610568,-86.068522,AL 279,4715 S BROAD ST,SCOTTSBORO,AL,35769,256-574-6866 (TRAVEL CENTER),,,,,,,,,,,,
1,Alabama,GRUB MART #13,https://www.truckstopsandservices.com/location_details.php?id=10181,Trucker,ind dealer,34.159934,-85.710082,,34.159934,-85.710082,US 411,1700 W MAIN ST,CENTRE,AL,35960,256-927-7700 (TRAVEL CENTER),,,,,,,,,,,,
1,Alabama,H&K,https://www.truckstopsandservices.com/location_details.php?id=54375,Trucker,ind dealer,32.55499,-86.214285,,32.55499,-86.214285,AL 14,1358 HOLTVILLE RD,WETUMPKA,AL,36092,334-567-5673 (TRAVEL CENTER),334-567-5673 (HUNT BROTHERS PIZZA),,,,,,,,,,,
1,Alabama,HANDI-MART,https://www.truckstopsandservices.com/location_details.php?id=10105,Trucker,ind dealer,33.669002,-87.835482,,33.669002,-87.835482,AL 159,1705 GORDO RD SW,FAYETTE,AL,35555,205-932-7676 (TRAVEL CENTER),,,,,,,,,,,,
1,Alabama,HAPPY'S CHEVRON #3,https://www.truckstopsandservices.com/location_details.php?id=54383,Trucker,bp,34.7582,-87.60611,,34.7582,-87.60611,AL 184,3800 E 2ND ST,MUSCLE SHOALS,AL,35661,256-383-0831 (TRAVEL CENTER),,256-383-0831,,,,,,,,,,
1,Alabama,HEADCO TRUCK STOP,https://www.truckstopsandservices.com/location_details.php?id=1308,Trucker,citgo,32.884675,-86.625549,,32.884675,-86.625549,I-65,2646 LAY DAM RD,CLANTON,AL,35045,205-755-0758 (TRAVEL CENTER),,205-755-0758,212,,,,,,,,,
1,Alabama,HIGHLAND HOME STAR,https://www.truckstopsandservices.com/location_details.php?id=10178,Trucker,ind dealer,31.941972,-86.315823,,31.941972,-86.315823,US 331,19020 MONTGOMERY HWY,HIGHLAND HOME,AL,36041,334-578-7897,,,,,,,,,,,,
1,Alabama,HIGHWAY 431 CHEVRON,https://www.truckstopsandservices.com/location_details.php?id=54392,Trucker,chevron,32.49671,-85.041862,,32.49671,-85.041862,US 280,3600 US 431 N,PHENIX CITY,AL,36867,334-291-9669 (TRAVEL CENTER),,,,,,,,,,,,
1,Alabama,HILL'S TRUCK STOP,https://www.truckstopsandservices.com/location_details.php?id=10090,Trucker,marathon,34.60095,-87.035965,,34.60095,-87.035965,AL 67/24,2508 GORDON TERRY PKWY,DECATUR,AL,35601,256-355-2556 (TRAVEL CENTER),,,,,,,,,,,,
1,Alabama,HOBO PANTRY # 6,https://www.truckstopsandservices.com/location_details.php?id=18452,Trucker,chevron,31.228719,-85.360318,,31.228719,-85.360318,US 431,735 ROSS CLARK CIRCLE,DOTHAN,AL,36303,334-793-9306,,,,,,,,,,,,
1,Alabama,HOBO PANTRY #18,https://www.truckstopsandservices.com/location_details.php?id=54397,Trucker,ind dealer,31.35642,-85.328239,,31.35642,-85.328239,US 431,16566 US 431 N,HEADLAND,AL,36345,334-693-5000 (TRAVEL CENTER),334-693-5000 (KRISPY KRUNCHY CHICKEN),,,,,,,,,,,
1,Alabama,HOBO PANTRY #21,https://www.truckstopsandservices.com/location_details.php?id=54398,Trucker,marathon,31.4483,-85.659447,,31.4483,-85.659447,US 231,1022 S US 231,OZARK,AL,36360,334-774-1355 (TRAVEL CENTER),334-774-1355 (HUNT BROTHERS PIZZA),,,,,,,,,,,
1,Alabama,HOBO PANTRY #23,https://www.truckstopsandservices.com/location_details.php?id=54399,Trucker,marathon,31.27561,-86.248077,,31.27561,-86.248077,FLORALA HWY,707 FLORALA HWY,OPP,AL,36467,334-493-2654 (TRAVEL CENTER),,,,,,,,,,,,
